brand;tgl;short_code;outlet_name;region_name;sub_area_name;sales_area_name;micro_cluster_name;cso_code;latitude;longitude;mobo_balance
3ID;2026-08-23;00301237;luv cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221909;-7.4531894;112.7146538;392860
3ID;2026-08-23;00009272;pandawa cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135949795025;-7.474543;112.7197299;768618
3ID;2026-08-23;00530180;Adit cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-176616910960;-7.4967512;112.6879202;140288
3ID;2026-08-23;00277656;TEKMA JAYA;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-176616910960;-7.5333607;112.677759;3550
3ID;2026-08-23;00553887;Al Ta Cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221909;-7.4707921;112.7113151;195811
3ID;2026-08-23;00083962;GLOBAL CELL;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221909;-7.4705238;112.7075282;179613
3ID;2026-08-23;00246836;lucky cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221919;-7.484417;112.7480027;324047
3ID;2026-08-23;00569101;Faizol 2 Jabon;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-181331836826;-7.5479527;112.7231795;15889
3ID;2026-08-23;00414086;Santri Cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135949795025;-7.4539248;112.7217246;84448
3ID;2026-08-23;00106086;Phehonk Cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221919;-7.4939931;112.7172921;228766
3ID;2026-08-23;00340006;A3 Cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-176616910960;-7.5054892;112.6940008;396564
3ID;2026-08-23;00291787;DELTA CELL;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135949795025;-7.4461472;112.7254954;118503
3ID;2026-08-23;00083672;jaya mandiri;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221909;-7.4508624;112.7147645;314354
3ID;2026-08-23;00064202;Achink cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-176616910960;-7.4915866;112.7001619;211518
3ID;2026-08-23;00299407;TAYO CELL;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221909;-7.4595747;112.7085415;299369
3ID;2026-08-23;00234005;PULSA KERAMEAN;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221919;-7.4939985;112.7070999;121643
3ID;2026-08-23;00299613;cahya cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221909;-7.4562754;112.7042256;75208
3ID;2026-08-23;12330405;Y CELL;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-176616910960;-7.4888776;112.6946713;15550
3ID;2026-08-23;00106229;pradana cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-176616910960;-7.5064842;112.7038231;1848
3ID;2026-08-23;00083324;Barokah Abadi Cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221919;-7.4819568;112.7361828;157917
3ID;2026-08-23;00170978;boim cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135938992851;-7.437448916101812;112.68355462700129;20163
3ID;2026-08-23;00019982;Galaxy Cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135938992851;-7.4612481;112.689488;127005
3ID;2026-08-23;00566119;Alvero Cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-181331836826;-7.5692535;112.7363776;163308
3ID;2026-08-23;12312623;markas vc cel;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135949795025;-7.4967143;112.7260571;292319
3ID;2026-08-23;00448344;jarwo cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221919;-7.4952499;112.7231431;422274
3ID;2026-08-23;00246751;Raden pon cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221919;-7.4936846;112.7147978;197507
3ID;2026-08-23;12320316;RETSDA SELATANORI;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;2-0012348508;-7.4595349;112.706204;0
3ID;2026-08-23;00499148;shop iyoz cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135938992851;-7.4591943;112.6984781;167381
3ID;2026-08-23;SH006592;T CELL;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-176616910960;-7.494139857158618;112.67404988408089;5230
3ID;2026-08-23;SH006396;Dina cel;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135949795025;-7.469353;112.7344385;184210
3ID;2026-08-23;SH006492;TUTIK CELL;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-176616910960;-7.515469897135841;112.68003758043051;19700
3ID;2026-08-23;SH006651;Berlian Cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135938992851;-7.4647253;112.6645234;220550
3ID;2026-08-23;SH006279;Megnet Cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135938992851;-7.4357006;112.6872587;11500
3ID;2026-08-23;SH007204;pojok cel;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135949795025;-7.461311;112.7227109;148900
3ID;2026-08-23;SH007229;BAGUS CELL;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-28825221909;-7.470460158701733;112.70746249705553;20000
3ID;2026-08-23;SH021643;Alwan 2 Cell;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-181331836826;-7.5692314;112.7696127;17420
3ID;2026-08-23;SH033988;RN CELL;EAST JAVA;EASTERN EAST JAVA;SIDOARJO;MC-SIDOARJO SELATAN;1-135938992851;-7.464037225462374;112.69586931914091;0
3ID;2026-08-23;12326680;OUTLETORIKELING;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;2-0012354710;-6.5012299;110.9055697;20000
3ID;2026-08-23;00509132;indah cell;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.4799672;110.8595889;31000
3ID;2026-08-23;00536271;hendy cell;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.441505;110.957565;2534
3ID;2026-08-23;00536217;Tiara;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.5069251;110.8916884;142393
3ID;2026-08-23;12309049;agus cell;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.4430619;110.8802889;110491
3ID;2026-08-23;00509163;sukur;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.41908;110.9492777;10508
3ID;2026-08-23;00096452;TANAMA CR;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.5039937;110.9089695;2250
3ID;2026-08-23;00536910;Boss Data;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.5360414;110.8948475;5000
3ID;2026-08-23;12309051;tria cell;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.4427851;110.8802928;2500
3ID;2026-08-23;00509159;pailus;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.5150604;110.9039799;289839
3ID;2026-08-23;00116953;NANO CELLULER;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.4380227;110.8894831;169322
3ID;2026-08-23;00340260;MR Phone;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.4150798;110.9416832;205386
3ID;2026-08-23;00505743;jaya new;CENTRAL JAVA;NORTH CENTRAL JAVA;KUDUS;MC-JEPARA UTARA;1-160638503138;-6.5041486;110.9086406;95792
3ID;2026-08-23;00423119;WAHID CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2613051225;-7.9515334;114.3956288;4030
3ID;2026-08-23;00312143;Qomart cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219589;-8.1852765;114.3265602;23332
3ID;2026-08-23;00429756;Irul cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219589;-8.2058652;114.3571869;12880
3ID;2026-08-23;00098393;TAVIA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.2711775;114.3208904;42377
3ID;2026-08-23;00327891;Sahabat Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2-0012362565;-8.3133296;114.1571853;37027
3ID;2026-08-23;00340210;GG CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.3027655;114.2855648;8801
3ID;2026-08-23;00514653;Tetap Maju Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2613051225;-8.1315471;114.3965262;146984
3ID;2026-08-23;00405722;PICK 2 CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2-0012362565;-8.2653796;114.2361265;8755
3ID;2026-08-23;00293405;Cahaya Cell Gombeng Sari;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219589;-8.172588;114.358149;34508
3ID;2026-08-23;00416977;ANDI CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2613051225;-8.1180065;114.3993121;314693
3ID;2026-08-23;00433104;Vidie Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-194892646707;-8.3411517;114.3120782;13988
3ID;2026-08-23;00495010;CAHAYA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2-0012362565;-8.3063923;114.2418037;72895
3ID;2026-08-23;00025868;INTAN CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-194892646707;-8.3481538;114.3274581;10202
3ID;2026-08-23;00311857;Lutvia Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2-0012362565;-8.3131444;114.1475522;8500
3ID;2026-08-23;00098926;WIJAYA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-194892646707;-8.3522646;114.2395231;2277
3ID;2026-08-23;00278356;Ifa Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.198664;114.37281;77023
3ID;2026-08-23;00478437;Ridha cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-194892646707;-8.3405562;114.342731;8350
3ID;2026-08-23;00283983;NORA Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.2067679;114.3770681;77990
3ID;2026-08-23;00196690;Kano Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-194892646707;-8.3625528;114.2518843;60934
3ID;2026-08-23;00197400;DE AUF KIOS;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.287632;114.317079;44595
3ID;2026-08-23;00329189;MUSROM CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-194892646707;-8.3946701;114.3053769;8272
3ID;2026-08-23;00024816;AAT CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.224824;114.361941;96041
3ID;2026-08-23;00477418;Obral Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2-0012362565;-8.30847069202122;114.20244897345187;4517
3ID;2026-08-23;00330738;Ish Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.3059687;114.2914757;105140
3ID;2026-08-23;00405834;BCL CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2-0012362565;-8.2326167;114.2010867;7625
3ID;2026-08-23;00047500;ERANKA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.2261302;114.3735495;141900
3ID;2026-08-23;00026272;HARIHAJA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2613051225;-8.3042791;114.2962514;9881
3ID;2026-08-23;00083292;YANS CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219589;-8.2152183;114.3445417;114256
3ID;2026-08-23;00514527;DUTA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2-0012362565;-8.3440403;114.2813975;39198
3ID;2026-08-23;00246580;Albi cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219589;-8.2163252;114.3333867;15829
3ID;2026-08-23;00259778;MOZA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.2556121;114.3379947;162089
3ID;2026-08-23;00120291;SAWERIGADING KETAPANG;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.2085421;114.3675804;1228030
3ID;2026-08-23;00494861;Krisna Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-194892646707;-8.3215574;114.2509262;11245
3ID;2026-08-23;00290231;JN CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2-0012362565;-8.2344959;114.2033327;0
3ID;2026-08-23;00275888;DELTA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2613051225;-8.0366166;114.4283313;10106
3ID;2026-08-23;00288210;CARAKA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219589;-8.1925148;114.2660744;31270
3ID;2026-08-23;00046900;DUNIA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219589;-8.1696752;114.2515938;12039
3ID;2026-08-23;00037138;PLANET CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2613051225;-8.043985;114.4209558;54641
3ID;2026-08-23;00052246;TIARA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.2145367;114.3771767;27765
3ID;2026-08-23;00494826;Ceisya cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219589;-8.1956857;114.3546723;18882
3ID;2026-08-23;00494943;MYU CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2-0012362565;-8.3083501;114.2194465;55126
3ID;2026-08-23;00416906;MEDIS CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2613051225;-7.9560554;114.4111234;167026
3ID;2026-08-23;00047572;NITRO CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.2526028;114.3427684;11977
3ID;2026-08-23;00084203;SURYA CELL RGJ;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.3140343;114.288959;8390
3ID;2026-08-23;00517822;PIRLAN CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.20713;114.372383;120491
3ID;2026-08-23;00301138;RASTA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-194892646707;-8.4023317;114.26274;120475
3ID;2026-08-23;00270402;Permata cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.223856;114.3817821;11766
3ID;2026-08-23;00320959;Friend Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.2270803;114.3612762;11249
3ID;2026-08-23;00517346;Syarma cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.282705;114.27235;10107
3ID;2026-08-23;00063466;KIOSELL Rogojampi;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.307998;114.293471;301080
3ID;2026-08-23;12298261;SAW cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-194892646707;-8.3682655;114.3244372;15495
3ID;2026-08-23;00134415;RIZKYA Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2-0012362565;-8.3187089;114.1611378;5438
3ID;2026-08-23;00252404;Rtc cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.21879;114.380155;12508
3ID;2026-08-23;00253101;Larista Cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.296675;114.344529;5797
3ID;2026-08-23;00026134;AL KHANZA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.246813;114.356052;59635
3ID;2026-08-23;00281547;Anita cell 3;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219589;-8.155855;114.394812;20688
3ID;2026-08-23;00037562;JENI 2 CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.3059933;114.2960894;1044995
3ID;2026-08-23;00321131;SOGEH Lateng;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219589;-8.1918673;114.3713817;108404
3ID;2026-08-23;00098580;YIEN YIEN CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.1784093;114.3544264;493076
3ID;2026-08-23;SH008779;Lariz phone cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219595;-8.287285;114.3506791;161500
3ID;2026-08-23;SH012672;CELSA CELL;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-28825219593;-8.1802854;114.3568811;8300
3ID;2026-08-23;SH013018;HNT cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;1-194892646707;-8.3591117;114.287505;0
3ID;2026-08-23;SH012890;Syifa cell;EAST JAVA;EASTERN EAST JAVA;JEMBER;MC-BANYUWANGI;2613051225;-7.9965186;114.4070605;0
3ID;2026-08-23;00490183;bara cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;2613052702;-7.4749678;109.8178596;6243
3ID;2026-08-23;00228518;Allana cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3869651;109.960879;59450
3ID;2026-08-23;12299559;Firdaus Cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;2613052702;-7.4342658;109.9040238;10303
3ID;2026-08-23;00471656;46 Cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;2613052702;-7.4738835;109.8424747;4407
3ID;2026-08-23;00238991;SUNY CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.3768512;109.8954484;110607
3ID;2026-08-23;00238979;ANEKA CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;2613052702;-7.4253691;109.8661362;86700
3ID;2026-08-23;00237546;LAREES CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-135256281872;-7.3264994;109.9257384;17894
3ID;2026-08-23;00563839;Endah Handayani cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;2613052702;-7.424438;109.922496;377866
3ID;2026-08-23;00071414;YUANITA CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3784867;109.9123645;479614
3ID;2026-08-23;00257780;DWI DAYA CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3637868;109.913029;102343
3ID;2026-08-23;00527765;AL KHA CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.4083825;109.9684066;305496
3ID;2026-08-23;00118934;ONE PEACE CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.3441088;109.908586;146241
3ID;2026-08-23;00220457;ABDIL CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-135256281872;-7.3223313;109.9029869;290111
3ID;2026-08-23;00472579;MY PULO;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.3477026;109.9026454;47920
3ID;2026-08-23;00130573;REKA CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;2613052702;-7.4313833;109.9090041;74851
3ID;2026-08-23;00225442;ORANGE 2 CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3868519;109.9608101;122225
3ID;2026-08-23;00237131;Dian Cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-135256281872;-7.3130865;109.8871844;7925
3ID;2026-08-23;00223642;MARWA CELL PASAR INDUK;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.3585575;109.9017489;137799
3ID;2026-08-23;00368843;NANGKA CELL KALIKAJAR;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3941961;109.9861464;498583
3ID;2026-08-23;00292589;DINAR CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;2613052702;-7.4610309;109.8536571;380857
3ID;2026-08-23;00536507;Dieng Cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-135256281872;-7.3000843;109.9225928;6600
3ID;2026-08-23;00366054;Bullion Cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-135256281872;-7.3184751;109.9122999;204912
3ID;2026-08-23;00529656;LOVA CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.4099813;109.9712989;75043
3ID;2026-08-23;00123011;GOMU CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3901913;109.9643952;12859
3ID;2026-08-23;00337790;OIDO CLL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.3469544;109.860944;110109
3ID;2026-08-23;00341219;DUTA CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.3462304;109.8605768;108446
3ID;2026-08-23;00215418;SULTAN CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3617444;109.9145946;394105
3ID;2026-08-23;00311702;Zahira Cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-135256281872;-7.236507;109.9232045;40100
3ID;2026-08-23;00569151;AZZAMI CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.376914;109.9467369;12981
3ID;2026-08-23;00515892;nuansa cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.352775;109.886535;183138
3ID;2026-08-23;00119400;WIJAYA CLL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.3689673;109.9015788;178397
3ID;2026-08-23;00529839;BAKOL VOUCHER;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.2886483;109.8520467;14656
3ID;2026-08-23;00261383;Dendeng TV cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.357766;109.9005887;661557
3ID;2026-08-23;12322266;Arsaba Cell 2;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-135256281872;-7.3173361;109.9137489;28645
3ID;2026-08-23;00281321;Big Cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-135256281872;-7.3270716;109.9037255;1300711
3ID;2026-08-23;00123020;PONDOK DATA;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.383178;109.9700331;241189
3ID;2026-08-23;00473945;TOP CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.3757466;109.8964029;58753
3ID;2026-08-23;00163100;DIKA CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3893866;109.963276;222740
3ID;2026-08-23;00130852;HARCO CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3912358;109.9652922;230868
3ID;2026-08-23;00291635;SADAN CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3813264;109.9958841;8067
3ID;2026-08-23;00095381;KAKEANE;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219243;-7.3585543;109.9018491;37282
3ID;2026-08-23;00526595;RIZQY CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.381276;109.9510129;78203
3ID;2026-08-23;00342747;Safezone Cell;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-135256281872;-7.2479872;109.9511339;18100
3ID;2026-08-23;12323366;SC CELL;CENTRAL JAVA;SOUTH CENTRAL JAVA;MAGELANG;MC-WONOSOBO;1-28825219245;-7.3887414;109.9642728;311665
